codigo,area,habilidade
EM13MAT103,Matemática e suas Tecnologias,"Interpretar e compreender o emprego de unidades de medida de diferentes grandezas, inclusive de novas unidades, como as de armazenamento de dados e de distâncias astronômicas e microscópicas, ligadas aos avanços tecnológicos, amplamente divulgadas na sociedade."
EM13MAT104,Matemática e suas Tecnologias,"Interpretar taxas e índices de natureza socioeconômica, tais como índice de desenvolvimento humano, taxas de inflação, entre outros, investigando os processos de cálculo desses números."
EM13MAT105,Matemática e suas Tecnologias,"Utilizar as noções de transformações isométricas (translação, reflexão, rotação e composições destas) e transformações homotéticas para analisar diferentes produções humanas como construções civis, obras de arte, entre outras. 526 BASE NACIONAL COMUM CURRICULAR."
EM13MAT201,Matemática e suas Tecnologias,"Propor ações comunitárias, como as voltadas aos locais de moradia dos estudantes dentre outras, envolvendo cálculos das medidas de área, de volume, de capacidade ou de massa, adequados às demandas da região."
EM13MAT202,Matemática e suas Tecnologias,"Planejar e executar pesquisa amostral usando dados coletados ou de diferentes fontes sobre questões relevantes atuais, incluindo ou não, apoio de recursos tecnológicos, e comunicar os resultados por meio de relatório contendo gráficos e interpretação das medidas de tendência central e das de dispersão."
EM13MAT203,Matemática e suas Tecnologias,"Planejar e executar ações envolvendo a criação e a utilização de aplicativos, jogos (digitais ou não), planilhas para o controle de orçamento familiar, simuladores de cálculos de juros compostos, dentre outros, para aplicar conceitos matemáticos e tomar decisões. 527 MATEMÁTICA E SUAS TECNOLOGIAS ENSINO MÉDIO."
EM13MAT301,Matemática e suas Tecnologias,"Resolver e elaborar problemas do cotidiano, da Matemática e de outras áreas do conhecimento, que envolvem equações lineares simultâneas, usando técnicas algébricas e gráficas, incluindo ou não tecnologias digitais."
EM13MAT302,Matemática e suas Tecnologias,"Resolver e elaborar problemas cujos modelos são as funções polinomiais de 1º e 2º graus, em contextos diversos, incluindo ou não tecnologias digitais. 535 MATEMÁTICA E SUAS TECNOLOGIAS ENSINO MÉDIO Outras unidades temáticas poderão ser organizadas, reunindo tanto as habilidades definidas nesta BNCC quanto outras que sejam necessárias e que contemplem especificidades e demandas próprias dos sistemas de ensino e escolas. No entanto, é fundamental preservar as ideias básicas desta BNCC referentes à articulação entre os vários campos da Matemática, com vistas à construção de uma visão integrada de Matemática e aplicada à realidade. Além disso, é fundamental assegurar aos estudantes as competências específicas e habilidades relativas aos seus processos de reflexão e de abstração, que deem sustentação a modos de pensar criativos, analíticos, indutivos, dedutivos e sistêmicos e que favoreçam a tomada de decisões orientadas pela ética e o bem comum. 537 CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS ENSINO MÉDIO 5.3. A ÁREA DE CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS Na Educação Básica, a área de Ciências da Natureza deve contribuir com a construção de uma base de conhecimentos contextualizada, que prepare os estudantes para fazer julgamentos, tomar iniciativas, elaborar argumentos e apresentar proposições alternativas, bem como fazer uso criterioso de diversas tecnologias. O desenvolvimento dessas práticas e a interação com as demais áreas do conhecimento favorecem discussões sobre as implicações éticas, socioculturais, políticas e econômicas de temas relacionados às Ciências da Natureza. No Ensino Médio, a área deve, portanto, se comprometer, assim como as demais, com a formação dos jovens para o enfrentamento dos desafios da contemporaneidade, na direção da educação integral e da formação cidadã. Os estudantes, com maior vivência e maturidade, têm condições para aprofundar o exercício do pensamento crítico, realizar novas leituras do mundo, com base em modelos abstratos, e tomar decisões responsáveis, éticas e consistentes na identificação e solução de situações-problema. Ao mesmo tempo, considerar a contemporaneidade demanda que a área esteja sintonizada às demandas e necessidades das múltiplas juventudes, reconhecendo sua diversidade de expressões. São sujeitos que constroem sua história com base em diferentes interesses e inserções na sociedade e que possuem modos próprios de pensar, agir, vestir-se e expressar seus anseios, medos e desejos. Nesse cenário, a BNCC da área de Ciências da Natureza e suas Tecnologias – integrada por Biologia, Física e Química – propõe ampliar e sistematizar as aprendizagens essenciais desenvolvidas até o 9º ano do Ensino Fundamental. Isso significa, em primeiro lugar, focalizar a interpretação de fenômenos naturais e processos tecnológicos de modo a possibilitar aos estudantes a apropriação de conceitos, procedimentos e teorias dos diversos campos das Ciências da Natureza. Significa, ainda, criar condições para que eles possam explorar os diferentes modos de pensar e de falar da cultura científica, situando-a como uma das formas de organização do conhecimento produzido em diferentes contextos históricos e sociais, possibilitando-lhes apropriar-se dessas linguagens específicas. 538 BASE NACIONAL COMUM CURRICULAR Assim, para além dos compromissos firmados no Ensino Fundamental, a BNCC da área de Ciências da Natureza e suas Tecnologias propõe um aprofundamento conceitual nas temáticas Matéria e Energia, Vida e Evolução e Terra e Universo. Elas são consideradas essenciais para que competências cognitivas, comunicativas, pessoais e sociais possam continuar a ser desenvolvidas e mobilizadas na resolução de problemas e tomada de decisões. No Ensino Fundamental, os estudantes têm a oportunidade de enfrentar questões que demandam a aplicação dos conhecimentos sobre Matéria e Energia em uma perspectiva fenomenológica, com o objetivo de introduzir a prática da investigação científica e ressaltar a importância dessa temática na análise do mundo contemporâneo. No Ensino Médio, espera-se uma diversificação de situações-problema, incluindo aquelas que permitam aos jovens a aplicação de modelos com maior nível de abstração e de propostas de intervenção em contextos mais amplos e complexos. Os estudantes também começam a se apropriar de explicações científicas envolvendo as temáticas Vida e Evolução e Terra e Universo no Ensino Fundamental. Eles exploram aspectos referentes tanto aos seres humanos (com a compreensão da organização e o funcionamento de seu corpo, da necessidade de autocuidado e de respeito ao outro, das modificações físicas e emocionais que acompanham a adolescência etc.) quanto aos demais seres vivos (como a dinâmica dos biomas brasileiros e questões ambientais atuais). Também procedem análises do sistema solar e dos movimentos da Terra em relação ao Sol e à Lua. No Ensino Médio, é possível unificar essas duas temáticas, de modo que os estudantes compreendam de forma mais ampla os processos a elas relacionados. Isso significa considerar a complexidade relativa à origem, evolução e manutenção da Vida, como também às dinâmicas das interações gravitacionais. Implica, ainda, considerar modelos mais abrangentes ao explorar algumas aplicações das reações nucleares, a fim de explicar, por exemplo, processos estelares, datações geológicas e formação da matéria e da vida. Para além do aprofundamento dessas temáticas, a BNCC de Ciências da Natureza e suas Tecnologias propõe também que os estudantes ampliem as habilidades investigativas desenvolvidas no Ensino Fundamental, apoiando-se em análises quantitativas e na avaliação e na comparação de modelos explicativos. Além disso, espera-se que eles aprendam a estruturar linguagens argumentativas que lhes permitam comunicar, para diversos públicos, em contextos variados 539 CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS ENSINO MÉDIO e utilizando diferentes mídias e tecnologias digitais de informação e comunicação (TDIC), conhecimentos produzidos e propostas de intervenção pautadas em evidências, conhecimentos científi cos e princípios éticos e responsáveis. Por fi m, e em conformidade com a própria natureza da área no Ensino Médio, a BNCC propõe que os estudantes aprofundem e ampliem suas refl exões a respeito das tecnologias, tanto no que concerne aos seus meios de produção e seu papel na sociedade atual como também em relação às perspectivas futuras de desenvolvimento tecnológico. Desse modo, propõe continuidade ao tratamento dado no Ensino Fundamental, etapa na qual as tecnologias foram abordadas sob uma perspectiva de aplicação de conhecimentos e análise de seus efeitos sobre a saúde e a qualidade de vida das pessoas. Considerando esses pressupostos, e em articulação com as competências gerais da Educação Básica e com as da área de Ciências da Natureza do Ensino Fundamental, no Ensino Médio a área de Ciências da Natureza e suas Tecnologias deve garantir aos estudantes o desenvolvimento de competências específi cas. Relacionadas a cada uma delas, são indicadas, posteriormente, habilidades a ser alcançadas nessa etapa."
EM13MAT303,Matemática e suas Tecnologias,"Resolver e elaborar problemas envolvendo porcentagens em diversos contextos e sobre juros compostos, destacando o crescimento exponencial."
EM13MAT304,Matemática e suas Tecnologias,"Resolver e elaborar problemas com funções exponenciais nos quais é necessário compreender e interpretar a variação das grandezas envolvidas, em contextos como o da Matemática Financeira e o do crescimento de seres vivos microscópicos, entre outros."
EM13MAT305,Matemática e suas Tecnologias,"Resolver e elaborar problemas com funções logarítmicas nos quais é necessário compreender e interpretar a variação das grandezas envolvidas, em contextos como os de abalos sísmicos, pH, radioatividade, Matemática Financeira, entre outros."
EM13MAT306,Matemática e suas Tecnologias,"Resolver e elaborar problemas em contextos que envolvem fenômenos periódicos reais, como ondas sonoras, ciclos menstruais, movimentos cíclicos, entre outros, e comparar suas representações com as funções seno e cosseno, no plano cartesiano, com ou sem apoio de aplicativos de álgebra e geometria."
EM13MAT307,Matemática e suas Tecnologias,"Empregar diferentes métodos para a obtenção da medida da área de uma superfície (reconfigurações, aproximação por cortes etc.) e deduzir expressões de cálculo para aplicá-las em situações reais, como o remanejamento e a distribuição de plantações, com ou sem apoio de tecnologias digitais. Cabe ainda destacar que o uso de tecnologias possibilita aos estudantes aprofundar sua participação ativa nesse processo de resolução de problemas. São alternativas de experiências variadas e facilitadoras de aprendizagens que reforçam a capacidade de raciocinar logicamente, formular e testar conjecturas, avaliar a validade de raciocínios e construir argumentações. 529 MATEMÁTICA E SUAS TECNOLOGIAS ENSINO MÉDIO."
EM13MAT308,Matemática e suas Tecnologias,"Resolver e elaborar problemas em variados contextos, envolvendo triângulos nos quais se aplicam as relações métricas ou as noções de congruência e semelhança."
EM13MAT309,Matemática e suas Tecnologias,"Resolver e elaborar problemas que envolvem o cálculo de áreas totais e de volumes de prismas, pirâmides e corpos redondos (cilindro e cone) em situações reais, como o cálculo do gasto de material para forrações ou pinturas de objetos cujos formatos sejam composições dos sólidos estudados."
EM13MAT310,Matemática e suas Tecnologias,"Resolver e elaborar problemas de contagem envolvendo diferentes tipos de agrupamento de elementos, por meio dos princípios multiplicativo e aditivo, recorrendo a estratégias diversas como o diagrama de árvore."
EM13MAT311,Matemática e suas Tecnologias,"Resolver e elaborar problemas que envolvem o cálculo da probabilidade de eventos aleatórios, identificando e descrevendo o espaço amostral e realizando contagem das possibilidades."
EM13MAT312,Matemática e suas Tecnologias,Resolver e elaborar problemas que envolvem o cálculo de probabilidade de eventos em experimentos aleatórios sucessivos.
EM13MAT313,Matemática e suas Tecnologias,"Resolver e elaborar problemas que envolvem medições em que se discuta o emprego de algarismos significativos e algarismos duvidosos, utilizando, quando necessário, a notação científica."
EM13MAT314,Matemática e suas Tecnologias,"Resolver e elaborar problemas que envolvem grandezas compostas, determinadas pela razão ou pelo produto de duas outras, como velocidade, densidade demográfica, energia elétrica etc."
EM13MAT315,Matemática e suas Tecnologias,"Reconhecer um problema algorítmico, enunciá-lo, procurar uma solução e expressá-la por meio de um algoritmo, com o respectivo fluxograma."
EM13MAT316,Matemática e suas Tecnologias,"Resolver e elaborar problemas, em diferentes contextos, que envolvem cálculo e interpretação das medidas de tendência central (média, moda, mediana) e das de dispersão (amplitude, variância e desvio padrão). 530 BASE NACIONAL COMUM CURRICULAR."
EM13MAT401,Matemática e suas Tecnologias,"Converter representações algébricas de funções polinomiais de 1º grau para representações geométricas no plano cartesiano, distinguindo os casos nos quais o comportamento é proporcional, recorrendo ou não a softwares ou aplicativos de álgebra e geometria dinâmica."
EM13MAT402,Matemática e suas Tecnologias,"Converter representações algébricas de funções polinomiais de 2º grau para representações geométricas no plano cartesiano, distinguindo os casos nos quais uma variável for diretamente proporcional ao quadrado da outra, recorrendo ou não a softwares ou aplicativos de álgebra e geometria dinâmica."
EM13MAT403,Matemática e suas Tecnologias,"Comparar e analisar as representações, em plano cartesiano, das funções exponencial e logarítmica para identificar as características fundamentais (domínio, imagem, crescimento) de cada uma, com ou sem apoio de tecnologias digitais, estabelecendo relações entre elas."
EM13MAT404,Matemática e suas Tecnologias,"Identificar as características fundamentais das funções seno e cosseno (periodicidade, domínio, imagem), por meio da comparação das representações em ciclos trigonométricos e em planos cartesianos, com ou sem apoio de tecnologias digitais."
EM13MAT405,Matemática e suas Tecnologias,"Reconhecer funções definidas por uma ou mais sentenças (como a tabela do Imposto de Renda, contas de luz, água, gás etc.), em suas representações algébrica e gráfica, convertendo essas representações de uma para outra e identificando domínios de validade, imagem, crescimento e decrescimento."
EM13MAT406,Matemática e suas Tecnologias,Utilizar os conceitos básicos de uma linguagem de programação na implementação de algoritmos escritos em linguagem corrente e/ou matemática.
EM13MAT407,Matemática e suas Tecnologias,Interpretar e construir vistas ortogonais de uma figura espacial para representar formas tridimensionais por meio de figuras planas.
EM13MAT408,Matemática e suas Tecnologias,"Construir e interpretar tabelas e gráficos de frequências, com base em dados obtidos em pesquisas por amostras estatísticas, incluindo ou não o uso de softwares que inter-relacionem estatística, geometria e álgebra."
EM13MAT409,Matemática e suas Tecnologias,"Interpretar e comparar conjuntos de dados estatísticos por meio de diferentes diagramas e gráficos, como o histograma, o de caixa (box-plot), o de ramos e folhas, reconhecendo os mais eficientes para sua análise. 532 BASE NACIONAL COMUM CURRICULAR."
EM13MAT501,Matemática e suas Tecnologias,"Investigar relações entre números expressos em tabelas para representá-los no plano cartesiano, identificando padrões e criando conjecturas para generalizar e expressar algebricamente essa generalização, reconhecendo quando essa representação é de função polinomial de 1º grau."
EM13MAT502,Matemática e suas Tecnologias,"Investigar relações entre números expressos em tabelas para representá-los no plano cartesiano, identificando padrões e criando conjecturas para generalizar e expressar algebricamente essa generalização, reconhecendo quando essa representação é de função polinomial de 2º grau do tipo y = ax 2."
EM13MAT503,Matemática e suas Tecnologias,"Investigar pontos de máximo ou de mínimo de funções quadráticas em contextos da Matemática Financeira ou da Cinemática, entre outros."
EM13MAT504,Matemática e suas Tecnologias,"Investigar processos de obtenção da medida do volume de prismas, pirâmides, cilindros e cones, incluindo o princípio de Cavalieri, para a obtenção das fórmulas de cálculo da medida do volume dessas figuras."
EM13MAT505,Matemática e suas Tecnologias,"Resolver problemas sobre ladrilhamentos do plano, com ou sem apoio de aplicativos de geometria dinâmica, para conjecturar a respeito dos tipos ou composição de polígonos que podem ser utilizados, generalizando padrões observados."
EM13MAT506,Matemática e suas Tecnologias,"Representar graficamente a variação da área e do perímetro de um polígono regular quando os comprimentos de seus lados variam, analisando e classificando as funções envolvidas."
EM13MAT507,Matemática e suas Tecnologias,"Identificar e associar sequências numéricas (PA) a funções afins de domínios discretos para análise de propriedades, incluindo dedução de algumas fórmulas e resolução de problemas."
EM13MAT508,Matemática e suas Tecnologias,"Identificar e associar sequências numéricas (PG) a funções exponenciais de domínios discretos para análise de propriedades, incluindo dedução de algumas fórmulas e resolução de problemas."
EM13MAT509,Matemática e suas Tecnologias,"Investigar a deformação de ângulos e áreas provocada pelas diferentes projeções usadas em cartografia, como a cilíndrica e a cônica."
EM13MAT510,Matemática e suas Tecnologias,"Investigar conjuntos de dados relativos ao comportamento de duas variáveis numéricas, usando tecnologias da informação, e, se apropriado, levar em conta a variação e utilizar uma reta para descrever a relação observada."
EM13MAT511,Matemática e suas Tecnologias,"Reconhecer a existência de diferentes tipos de espaços amostrais, discretos ou não, de eventos equiprováveis ou não, e investigar as implicações no cálculo de probabilidades."
EM13MAT512,Matemática e suas Tecnologias,"Investigar propriedades de figuras geométricas, questionando suas conjecturas por meio da busca de contraexemplos, para refutá-las ou reconhecer a necessidade de sua demonstração para validação, como os teoremas relativos aos quadriláteros e triângulos. 534 BASE NACIONAL COMUM CURRICULAR 5.2.1.1. CONSIDERAÇÕES SOBRE A ORGANIZAÇÃO CURRICULAR Além da organização das habilidades por competências, elas podem ser organizadas na elaboração de currículos em unidades temáticas, como proposto no Ensino Fundamental. Assim, por exemplo, no estudo de funções polinomiais de 1º e 2º graus, pode-se ter a seguinte distribuição: UNIDADE: FUNÇÕES POLINOMIAIS DE 1º E 2º GRAUS."
EM13CNT101,Ciências da Natureza e suas Tecnologias,"Analisar e representar as transformações e conservações em sistemas que envolvam quantidade de matéria, de energia e de movimento para realizar previsões em situações cotidianas e processos produtivos que priorizem o uso racional dos recursos naturais."
EM13CNT102,Ciências da Natureza e suas Tecnologias,"Realizar previsões, avaliar intervenções e/ou construir protótipos de sistemas térmicos que visem à sustentabilidade, com base na análise dos efeitos das variáveis termodinâmicas e da composição dos sistemas naturais e tecnológicos."
EM13CNT103,Ciências da Natureza e suas Tecnologias,"Utilizar o conhecimento sobre as radiações e suas origens para avaliar as potencialidades e os riscos de sua aplicação em equipamentos de uso cotidiano, na saúde, na indústria e na geração de energia elétrica."
EM13CNT104,Ciências da Natureza e suas Tecnologias,"Avaliar potenciais prejuízos de diferentes materiais e produtos à saúde e ao ambiente, considerando sua composição, toxicidade e reatividade, como também o nível de exposição a eles, posicionando-se criticamente e propondo soluções individuais e/ou coletivas para o uso adequado desses materiais e produtos."
EM13CNT105,Ciências da Natureza e suas Tecnologias,"Analisar a ciclagem de elementos químicos no solo, na água, na atmosfera e nos seres vivos e interpretar os efeitos de fenômenos naturais e da interferência humana sobre esses ciclos, para promover ações individuais e/ou coletivas que minimizem consequências nocivas à vida."
EM13CNT106,Ciências da Natureza e suas Tecnologias,"Avaliar tecnologias e possíveis soluções para as demandas que envolvem a geração, o transporte, a distribuição e o consumo de energia elétrica, considerando a disponibilidade de recursos, a eficiência energética, a relação custo/ benefício, as características geográficas e ambientais, a produção de resíduos e os impactos socioambientais. 542 BASE NACIONAL COMUM CURRICULAR."
EM13CNT201,Ciências da Natureza e suas Tecnologias,"Analisar e utilizar modelos científicos, propostos em diferentes épocas e culturas para avaliar distintas explicações sobre o surgimento e a evolução da Vida, da Terra e do Universo."
EM13CNT202,Ciências da Natureza e suas Tecnologias,"Interpretar formas de manifestação da vida, considerando seus diferentes níveis de organização (da composição molecular à biosfera), bem como as condições ambientais favoráveis e os fatores limitantes a elas, tanto na Terra quanto em outros planetas."
EM13CNT203,Ciências da Natureza e suas Tecnologias,"Avaliar e prever efeitos de intervenções nos ecossistemas, nos seres vivos e no corpo humano, interpretando os mecanismos de manutenção da vida com base nos ciclos da matéria e nas transformações e transferências de energia."
EM13CNT204,Ciências da Natureza e suas Tecnologias,"Elaborar explicações e previsões a respeito dos movimentos de objetos na Terra, no Sistema Solar e no Universo com base na análise das interações gravitacionais."
EM13CNT205,Ciências da Natureza e suas Tecnologias,"Utilizar noções de probabilidade e incerteza para interpretar previsões sobre atividades experimentais, fenômenos naturais e processos tecnológicos, reconhecendo os limites explicativos das ciências."
EM13CNT206,Ciências da Natureza e suas Tecnologias,"Justificar a importância da preservação e conservação da biodiversidade, considerando parâmetros qualitativos e quantitativos, e avaliar os efeitos da ação humana e das políticas ambientais para a garantia da sustentabilidade do planeta."
EM13CNT207,Ciências da Natureza e suas Tecnologias,"Identificar e analisar vulnerabilidades vinculadas aos desafios contemporâneos aos quais as juventudes estão expostas, considerando as dimensões física, psicoemocional e social, a fim de desenvolver e divulgar ações de prevenção e de promoção da saúde e do bem-estar. 544 BASE NACIONAL COMUM CURRICULAR."
EM13CNT301,Ciências da Natureza e suas Tecnologias,"Construir questões, elaborar hipóteses, previsões e estimativas, empregar instrumentos de medição e representar e interpretar modelos explicativos, dados e/ou resultados experimentais para construir, avaliar e justificar conclusões no enfrentamento de situações-problema sob uma perspectiva científica."
EM13CNT302,Ciências da Natureza e suas Tecnologias,"Comunicar, para públicos variados, em diversos contextos, resultados de análises, pesquisas e/ou experimentos – interpretando gráficos, tabelas, símbolos, códigos, sistemas de classificação e equações, elaborando textos e utilizando diferentes mídias e tecnologias digitais de informação e comunicação (TDIC) –, de modo a promover debates em torno de temas científicos e/ou tecnológicos de relevância sociocultural."
EM13CNT303,Ciências da Natureza e suas Tecnologias,"Interpretar textos de divulgação científica que tratem de temáticas das Ciências da Natureza, disponíveis em diferentes mídias, considerando a apresentação dos dados, a consistência dos argumentos e a coerência das conclusões, visando construir estratégias de seleção de fontes confiáveis de informações."
EM13CNT304,Ciências da Natureza e suas Tecnologias,"Analisar e debater situações controversas sobre a aplicação de conhecimentos da área de Ciências da Natureza (tais como tecnologias do DNA, tratamentos com células-tronco, produção de armamentos, formas de controle de pragas, entre outros), com base em argumentos consistentes, éticos e responsáveis, distinguindo diferentes pontos de vista."
EM13CNT305,Ciências da Natureza e suas Tecnologias,"Investigar e discutir o uso indevido de conhecimentos das Ciências da Natureza na justificativa de processos de discriminação, segregação e privação de direitos individuais e coletivos para promover a equidade e o respeito à diversidade."
EM13CNT306,Ciências da Natureza e suas Tecnologias,"Avaliar os riscos envolvidos em atividades cotidianas, aplicando conhecimentos das Ciências da Natureza, para justificar o uso de equipamentos e comportamentos de segurança, visando à integridade física, individual e coletiva, e socioambiental."
EM13CNT307,Ciências da Natureza e suas Tecnologias,"Analisar as propriedades específicas dos materiais para avaliar a adequação de seu uso em diferentes aplicações (industriais, cotidianas, arquitetônicas ou tecnológicas) e/ou propor soluções seguras e sustentáveis."
EM13CNT308,Ciências da Natureza e suas Tecnologias,"Analisar o funcionamento de equipamentos elétricos e/ou eletrônicos, redes de informática e sistemas de automação para compreender as tecnologias contemporâneas e avaliar seus impactos."
EM13CNT309,Ciências da Natureza e suas Tecnologias,"Analisar questões socioambientais, políticas e econômicas relativas à dependência do mundo atual com relação aos recursos fósseis e discutir a necessidade de introdução de alternativas e novas tecnologias energéticas e de materiais, comparando diferentes tipos de motores e processos de produção de novos materiais."
