código,etapa,ano_ou_faixa,campo_experiência,componente,número,habilidade,unidade_tematica,objeto_conhecimento,em_foco,mf_classificacao,mf_conhecimento_previo,mf_objetivos,mf_competencias,mf_habilidades_relacionadas,mf_comentarios
EF06MA21,Ensino Fundamental,06,,Matemática,21,"Construir figuras planas semelhantes em situações de ampliação e de redução, com o uso de malhas quadriculadas, plano cartesiano ou tecnologias digitais.",Geometria,Construção de figuras semelhantes: ampliação e redução de figuras planas em malhas quadriculadas,,,,,,,
EF06MA22,Ensino Fundamental,06,,Matemática,22,"Utilizar instrumentos, como réguas e esquadros, ou softwares para representações de retas paralelas e perpendiculares e construção de quadriláteros, entre outros.",Geometria,"Construção de retas paralelas e perpendiculares, fazendo uso de réguas, esquadros e softwares",,,,,,,
EF06MA23,Ensino Fundamental,06,,Matemática,23,Construir algoritmo para resolver situações passo a passo (como na construção de dobraduras ou na indicação de deslocamento de um objeto no plano segundo pontos de referência e distâncias fornecidas etc.).,Geometria,"Construção de retas paralelas e perpendiculares, fazendo uso de réguas, esquadros e softwares",,,,,,,
EF06MA24,Ensino Fundamental,06,,Matemática,24,"Resolver e elaborar problemas que envolvam as grandezas comprimento, massa, tempo, temperatura, área (triângulos e retângulos), capacidade e volume (sólidos formados por blocos retangulares), sem uso de fórmulas, inseridos, sempre que possível, em contextos oriundos de situações reais e/ou relacionadas às outras áreas do conhecimento.",Grandezas e medidas,"Problemas sobre medidas envolvendo grandezas como comprimento, massa, tempo, temperatura, área, capacidade e volume",sim,AF,EF05MA19,"• Compreender a noção de cada grandeza (comprimento, massa, litro e área).
• Conhecer as principais unidades de medida de cada uma das grandezas.
• Utilizar em contextos os instrumentos de medida correspondentes a cada grandeza.
• Resolver problemas que envolvam as grandezas em situações reais e contextualizadas.
• Elaborar problemas envolvendo as grandezas em projetos significativos que requeiram medições.","CE: 1, 3 e 5
CG: 2, 4, 9 e 10",,"Resolver e elaborar problemas que envolvam as grandezas comprimento, massa, tempo, temperatura, área (triângulos e retângulos), capacidade e volume (sólidos formados por blocos retangulares), sem uso de fórmulas implica em identificar as grandezas, compreender o que é medi-las (comparando com outra grandeza de mesma espécie, escolhendo uma unidade e expressando a medição numericamente com a identificação da unidade utilizada), conhecer as principais unidades padrão de medida e estabelecer relações entre elas, incluindo a expressão por meio de frações ou decimais. Significa também reconhecer volume como grandeza associada a sólidos geométricos envolve o conhecimento de que o volume de um corpo é a quantidade de espaço ocupada por esse corpo. A medição do volume é feita em unidades cúbicas (centímetro cúbico, metro cúbico), por isso, na habilidade, está previsto medir volumes por meio de empilhamento de cubos."
EF06MA25,Ensino Fundamental,06,,Matemática,25,Reconhecer a abertura do ângulo como grandeza associada às figuras geométricas.,Grandezas e medidas,"Ângulos: noção, usos e medida",sim,AF,EF05MA17,"• Compreender a noção de ângulo como giro em torno de um ponto.
• Associar a noção de ângulo à sua representação geométrica.
• Identificar ângulos em polígonos e nas faces de poliedros.
• Diferenciar ângulos retos e não retos.
• Utilizar o conceito de ângulo na classificação de triângulos e quadriláteros de acordo com os ângulos dessas figuras.","CE: 3
 CG: 4",EF06MA26,Essa habilidade implica em reconhecer ângulos em polígonos.
EF06MA26,Ensino Fundamental,06,,Matemática,26,"Resolver problemas que envolvam a noção de ângulo em diferentes contextos e em situações reais, como ângulo de visão.",Grandezas e medidas,"Ângulos: noção, usos e medida",,,,,,,
EF06MA27,Ensino Fundamental,06,,Matemática,27,"Determinar medidas da abertura de ângulos, por meio de transferidor e/ou tecnologias digitais.",Grandezas e medidas,"Ângulos: noção, usos e medida",,,,,,,
EF06MA28,Ensino Fundamental,06,,Matemática,28,"Interpretar, descrever e desenhar plantas baixas simples de residências e vistas aéreas.",Grandezas e medidas,Plantas baixas e vistas aéreas,,,,,,,
EF06MA29,Ensino Fundamental,06,,Matemática,29,"Analisar e descrever mudanças que ocorrem no perímetro e na área de um quadrado ao se ampliarem ou reduzirem, igualmente, as medidas de seus lados, para compreender que o perímetro é proporcional à medida do lado, o que não ocorre com a área.",Grandezas e medidas,Perímetro de um quadrado como grandeza proporcional à medida do lado,,,,,,,
EF06MA30,Ensino Fundamental,06,,Matemática,30,"Calcular a probabilidade de um evento aleatório, expressando-a por número racional (forma fracionária, decimal e percentual) e comparar esse número com a probabilidade obtida por meio de experimentos sucessivos.",Probabilidade e estatística,Cálculo de probabilidade como a razão entre o número de resultados favoráveis e o total de resultados possíveis em um espaço amostral equiprovável Cálculo de probabilidade por meio de muitas repetições de um experimento (frequências de ocorrências e probabilidade frequentista),sim,AF,EF05MA22 EF06MA13,"• Identificar eventos aleatórios.
• Compreender a noção de probabilidade.
• Calcular a probabilidade de um evento e expressá-la na forma de fração, de decimal e de porcentagem.
• Determinar o espaço amostral de um evento.
• Comparar a probabilidade numérica com a contagem do espaço amostral de eventos simples ou de eventos sucessivos.","CE: 2, 3, 4 e 5
CG: 4",,"Calcular a probabilidade de um evento aleatório, expressando-a por número racional (forma fracionária, decimal e percentual) e comparar esse número com a probabilidade obtida por meio de  experimentos sucessivos, implica em reconhecer o sentido de aleatoriedade de um evento, identificar o espaço amostral de um experimento aleatório e realizar o cálculo de probabilidade associando a ele formas de representação diversas na resolução de problemas, em especial a expressão numérica por frações e porcentagem. A habilidade envolve também a ideia de fração como razão."
EF06MA31,Ensino Fundamental,06,,Matemática,31,"Identificar as variáveis e suas frequências e os elementos constitutivos (título, eixos, legendas, fontes e datas) em diferentes tipos de gráfico.",Probabilidade e estatística,Leitura e interpretação de tabelas e gráficos (de colunas ou barras simples ou múltiplas) referentes a variáveis categóricas e variáveis numéricas,,,,,,,
EF06MA32,Ensino Fundamental,06,,Matemática,32,"Interpretar e resolver situações que envolvam dados de pesquisas sobre contextos ambientais, sustentabilidade, trânsito, consumo responsável, entre outros, apresentadas pela mídia em tabelas e em diferentes tipos de gráficos e redigir textos escritos com o objetivo de sintetizar conclusões.",Probabilidade e estatística,Leitura e interpretação de tabelas e gráficos (de colunas ou barras simples ou múltiplas) referentes a variáveis categóricas e variáveis numéricas,sim,AF,EF05MA24,"• Identificar elementos de um gráfico (título, eixos, legendas, fontes e datas).
• Ler gráficos e tabelas que representem situações em contextos ambientais e socioeconômicos.
• Distinguir entre conclusões emitidas a partir de dados em tabelas ou gráficos aquelas que são verdadeiras ou falsas.
• Emitir conclusões possíveis com base nos dados representados em tabelas e gráficos.
• Resumir em forma de texto conclusões possíveis com base em dados representados em tabelas e gráficos.","CE: 3, 4, 5 e 6
CG: 4, 5, 7 e 10","EF06MA31
EF06MA33","É possível desenvolver com apoio dessa habilidade atividades que tornem os estudantes produtores e leitores significativos de textos e gráficos. A análise, interpretação e conclusão a partir de dados é uma parte importante da Estatística Indutiva e que complementa os procedimentos envolvidos nos cálculos realizados pela Estatística Descritiva. Pesquisas em sites de referência, reportagens provindas da mídia tradicional e infográficos são bons recursos para que o estudante diferencie fontes confiáveis daquelas sem procedência. Determinar dentre informações imprecisas ou apresentando erros aquelas que são verdadeiras também contribuem com o desenvolvimento do senso crítico do estudante."
EF06MA33,Ensino Fundamental,06,,Matemática,33,"Planejar e coletar dados de pesquisa referente a práticas sociais escolhidas pelos alunos e fazer uso de planilhas eletrônicas para registro, representação e interpretação das informações, em tabelas, vários tipos de gráficos e texto.",Probabilidade e estatística,Construção de diferentes tipos de gráficos para representá-los e interpretação das informações,,,,,,,
EF06MA34,Ensino Fundamental,06,,Matemática,34,"Interpretar e desenvolver fluxogramas simples, identificando as relações entre os objetos representados (por exemplo, posição de cidades considerando as estradas que as unem, hierarquia dos funcionários de uma empresa etc.).",Probabilidade e estatística,Diferentes tipos de representação de informações: gráficos e fluxogramas,,,,,,,
EF07CI01,Ensino Fundamental,07,,Ciências,01,"Discutir a aplicação, ao longo da história, das máquinas simples e propor soluções e invenções para a realização de tarefas mecânicas cotidianas.",Matéria e energia,Formas de propagação do calor,,,,,,,
EF07CI02,Ensino Fundamental,07,,Ciências,02,"Diferenciar temperatura, calor e sensação térmica nas diferentes situações de equilíbrio termodinâmico cotidianas.",Matéria e energia,Equilíbrio termodinâmico e vida na Terra,,,,,,,
EF07CI03,Ensino Fundamental,07,,Ciências,03,"Utilizar o conhecimento das formas de propagação do calor para justificar a utilização de determinados materiais (condutores e isolantes) na vida cotidiana, explicar o princípio de funcionamento de alguns equipamentos (garrafa térmica, coletor solar etc.) e/ou construir soluções tecnológicas a partir desse conhecimento.",Matéria e energia,História dos combustíveis e das máquinas térmicas,sim,AF,,"• Classificar materiais como condutores ou isolantes térmicos.
• Explicar o funcionamento de equipamentos e tecnologias que utilizem as propriedades térmicas dos materiais.
• Construir soluções tecnológicos com base nos conhecimentos sobre as propriedades térmicas dos materiais.","CE: 3 e 4
CG: 2 e 7","EF07CI01, EF07CI02, EF07CI04 e EF07CI05","Nesta habilidade, construir soluções tecnológicas está relacionado com aprendizagem na qual se empregam os conceitos de materiais isolantes e condutores e de equilíbrio térmico na resolução de problemas cotidianos, como o isolamento de um cômodo para manter o calor ou o frio. Uma oportunidade de contextualização é discutir quais objetos seriam mais apropriados para uso local basendo-se no estudo do clima da região e considerando a finalidade desse uso."
EF07CI04,Ensino Fundamental,07,,Ciências,04,"Avaliar o papel do equilíbrio termodinâmico para a manutenção da vida na Terra, para o funcionamento de máquinas térmicas e em outras situações cotidianas.",Matéria e energia,História dos combustíveis e das máquinas térmicas,,,,,,,
EF07CI05,Ensino Fundamental,07,,Ciências,05,"Discutir o uso de diferentes tipos de combustível e máquinas térmicas ao longo do tempo, para avaliar avanços, questões econômicas e problemas socioambientais causados pela produção e uso desses materiais e máquinas.",Matéria e energia,História dos combustíveis e das máquinas térmicas,,,,,,,
EF07CI06,Ensino Fundamental,07,,Ciências,06,"Discutir e avaliar mudanças econômicas, culturais e sociais, tanto na vida cotidiana quanto no mundo do trabalho, decorrentes do desenvolvimento de novos materiais e tecnologias (como automação e informatização).",Matéria e energia,História dos combustíveis e das máquinas térmicas,sim,AF,"EF01CI01, EF02CI01, EF04CI02 e EF05CI01","• Valorizar o papel da ciência para o desenvolvimento de novos materiais e tecnologias.
• Comparar vantagens e desvantagens do emprego de novas tecnologias, no contexto da qualidade de vida e dos processos produtivos.
• Identificar aplicações de novos materiais e novas tecnologias na vida cotidiana e no mundo do trabalho.
• Debater as mudanças culturais, sociais e ambientais causadas pelo desenvolvimento e pela implementação de novas tecnologias e novos materiais.","CE: 1, 3 e  4
CG: 2, 3 e 10",,"Essa é uma habilidade fundamental para explorar o conceito de tecnologia e para desenvolver os ODS 8 e 9, que tratam do mundo do trabalho e da inovação nos processos produtivos. O estudante deve compreender e identificar as mudanças ocorridas após a inserção de novos materiais e tecnologias no cotidiano e avaliar os impactos dessas mudanças nas relações de trabalho e demais aspectos sociais, culturais e econômicos. Como atividade, pode-se propor que os alunos sugiram novas tecnologias a partir de questões como sustentabilidade, eficiência energética e qualidade de vida."
EF07CI07,Ensino Fundamental,07,,Ciências,07,"Caracterizar os principais ecossistemas brasileiros quanto à paisagem, à quantidade de água, ao tipo de solo, à disponibilidade de luz solar, à temperatura etc., correlacionando essas características à flora e fauna específicas.",Vida e evolução,Fenômenos naturais e impactos ambientais,sim,AF,EF02CI06 e EF03CI04,"• Identificar as principais características dos ecossistemas brasileiros.
• Descrever e reconhecer as características dos ecossistemas locais.
• Relacionar as características físicas dos ecossistemas às características da fauna e da flora presentes neles.","CE: 3 e 5
CG: 2 e 10",EF07CI08,"Este tema colabora para o desenvolvimento dos ODS 13, 14 e 15. O aluno deve identificar, relacionar e descrever características de ecossistemas como caatinga, cerrado, pantanal, mangue, entre outros, de modo a compreender os fatores abióticos e bióticos que os constituem. É importante destacar a relação da fauna, flora e demais qualidades com as questões evolutivas e as relações ecológicas estabelecidas nos ecossistemas. Podem ser abordados temas como a intervenção humana, a extinção de espécies e a sustentabilidade."
EF07CI08,Ensino Fundamental,07,,Ciências,08,"Avaliar como os impactos provocados por catástrofes naturais ou mudanças nos componentes físicos, biológicos ou sociais de um ecossistema afetam suas populações, podendo ameaçar ou provocar a extinção de espécies, alteração de hábitos, migração etc.",Vida e evolução,Programas e indicadores de saúde pública,,,,,,,
EF07CI09,Ensino Fundamental,07,,Ciências,09,"Interpretar as condições de saúde da comunidade, cidade ou estado, com base na análise e comparação de indicadores de saúde (como taxa de mortalidade infantil, cobertura de saneamento básico e incidência de doenças de veiculação hídrica, atmosférica entre outras) e dos resultados de políticas públicas destinadas à saúde.",Vida e evolução,Programas e indicadores de saúde pública,sim,AF,EF01CI03 e EF05CI08,"• Identificar as principais características e funções dos indicadores usados em saúde pública no Brasil.
• Comparar dados de indicadores de saúde regionais/locais com dados nacionais.
• Avaliar os projetos e as políticas públicas locais e nacionais destinados à saúde e à qualidade de vida.","CE: 1, 7 e 8
CG: 8 e 10",EF07CI08,"Desenvolver esta habilidade pode contextualizar a exploração dos ODS 3, sobre saúde e bem-estar, e 10, que trata de promoção de debates e ações para a redução das desigualdades. O aluno deve reconhecer as alterações provocadas nos indicadores de saúde pelas ações comunitárias e governamentais. Isto demanda análise, interpretação e comparação de dados de uma série histórica. Pode-se propor associar os dados às condições de vida existentes e fazer um recorte territorial (bairro, município, estado e país)."
EF07CI10,Ensino Fundamental,07,,Ciências,10,"Argumentar sobre a importância da vacinação para a saúde pública, com base em informações sobre a maneira como a vacina atua no organismo e o papel histórico da vacinação para a manutenção da saúde individual e coletiva e para a erradicação de doenças.",Vida e evolução,Programas e indicadores de saúde pública,sim,AF,,"• Descrever o funcionamento das vacinas no organismo.
• Avaliar a importância das vacinas por meio da análise de dados históricos de sua aplicação em epidemias no Brasil e no mundo.
• Valorizar a importância das vacinas para a saúde individual e coletiva.","CE: 1, 7 e 8
CG: 7 e 10",EF07CI08 e EF07CI11,"Os estudantes devem identificar, reconhecer e compreender os micro-organismos, como parasitas, vírus e bactérias, e os mecanismos de defesa naturais e adquiridos do organismo humano, a fim de justificar a importância da vacina. Deve-se utilizar dados científicos e outras estratégias que ajudem o estudante a identificar evidências do uso da vacinação no controle ou erradicação das doenças, em comparação ao seu não uso, e as consequências disso para a saúde pública."
EF07CI11,Ensino Fundamental,07,,Ciências,11,"Analisar historicamente o uso da tecnologia, incluindo a digital, nas diferentes dimensões da vida humana, considerando indicadores ambientais e de qualidade de vida.",Vida e evolução,Programas e indicadores de saúde pública,,,,,,,
EF07CI12,Ensino Fundamental,07,,Ciências,12,"Demonstrar que o ar é uma mistura de gases, identificando sua composição, e discutir fenômenos naturais ou antrópicos que podem alterar essa composição.",Terra e Universo,Efeito estufa,sim,AF,EF04CI01 e EF06CI03,"• Reconhecer que o ar atmosférico é uma mistura de gases, dando destaque para o nitrogênio, o oxigênio e o gás carbônico.
• Analisar que o ar atmosférico também pode conter vapor de água, material particulado (poeira e fuligem) e microrganismos.
• Explicar o que é pressão atmosférica.
• Relacionar a ocorrência de fenômenos naturais (queimadas naturais, erupções vulcânicas, entre outras) com a alteração da composição do ar e do regime do fluxo de ventos.","CE: 1, 3 e 4
CG:2",EF07CI14,"É fundamental estimular o planejamento e a realização de experimentos simples, como observar um algodão no fundo de um copo se manter seco após mergulhar o copo com a boca voltada para baixo em um balde com água. Os alunos devem identificar e reconhecer as causas e consequências de alterações significativas  na composição do ar, como a atuação de fenômenos naturais e a ação antrópica, como a liberação de CO2 na queima de combustíveis fósseis."
EF07CI13,Ensino Fundamental,07,,Ciências,13,"Descrever o mecanismo natural do efeito estufa, seu papel fundamental para o desenvolvimento da vida na Terra, discutir as ações humanas responsáveis pelo seu aumento artificial (queima dos combustíveis fósseis, desmatamento, queimadas etc.) e selecionar e implementar propostas para a reversão ou controle desse quadro.",Terra e Universo,Camada de ozônio,sim,AF,,"• Identificar os principais gases de efeito estufa e comparar suas porcentagens na atmosfera.
• Descrever o mecanismo natural do efeito estufa, reconhecendo como esse fenômeno mantém a temperatura do planeta adequada à manutenção da vida.
• Avaliar ações humanas que aumentem a concentração dos gases de efeito estufa e propor formas de redução desse impacto.
• Reconhecer a importância da camada de ozônio para proteção contra os raios ultravioletas do Sol.","CE: 2, 5 e 8
CG: 2 e 10",,"Esta habilidade tem como foco estimular o aluno a propor, planejar, reconhecer e avaliar ações que contribuam para a redução do impacto da ação humana no aumento artificial do efeito estufa. A habilidade se relaciona com o desenvolvimento de argumentos sobre as mudanças climáticas, tema ligado ao ODS 13. Explorar documentários e vídeos sobre os impactos causados por esses problemas ambientais pode ajudar o estudante a reconhecer as causas e a influência do efeito estufa e a compreender a importância de discutir o tema."
EF07CI14,Ensino Fundamental,07,,Ciências,14,"Justificar a importância da camada de ozônio para a vida na Terra, identificando os fatores que aumentam ou diminuem sua presença na atmosfera, e discutir propostas individuais e coletivas para sua preservação.",Terra e Universo,Placas tectônicas e deriva continental,,,,,,,
EF07CI15,Ensino Fundamental,07,,Ciências,15,"Interpretar fenômenos naturais (como vulcões, terremotos e tsunamis) e justificar a rara ocorrência desses fenômenos no Brasil, com base no modelo das placas tectônicas.",Terra e Universo,Placas tectônicas e deriva continental,sim,AF,,"• Identificar os fenômenos como vulcanismo, terremotos e tsunamis, descrevendo-os com base na estrutura das camadas internas da Terra e das placas tectônicas.
• Relacionar a baixa frequência ou intensidade desses fenômenos no Brasil com o fato de o território não estar localizado no limite entre placas tectônicas.","CE: 2, 5 e 8
CG: 2 e 10",EF07CI16,"Os estudantes devem identificar e ilustrar causas e processos de formação de fenômenos naturais que provocam alterações no ambiente, relacionando-as à constituição e características do território brasileiro e sua formação geológica. É recomendado discutir casos baseados em notícias e vídeos que possam contribuir para a compreensão do fenômeno. As ilustrações são importantes para comparar e identificar os formatos das costas e discutir a deriva continental."
EF07CI16,Ensino Fundamental,07,,Ciências,16,Justificar o formato das costas brasileira e africana com base na teoria da deriva dos continentes.,Terra e Universo,Placas tectônicas e deriva continental,,,,,,,
EF07ER01,Ensino Fundamental,07,,Ensino Religioso,01,Reconhecer e respeitar as práticas de comunicação com as divindades em distintas manifestações e tradições religiosas.,Manifestações religiosas,Místicas e espiritualidades,,,,,,,
EF07ER02,Ensino Fundamental,07,,Ensino Religioso,02,"Identificar práticas de espiritualidade utilizadas pelas pessoas em determinadas situações (acidentes, doenças, fenômenos climáticos).",Manifestações religiosas,Místicas e espiritualidades,,,,,,,
EF07ER03,Ensino Fundamental,07,,Ensino Religioso,03,Reconhecer os papéis atribuídos às lideranças de diferentes tradições religiosas.,Manifestações religiosas,Lideranças religiosas,,,,,,,
EF07ER04,Ensino Fundamental,07,,Ensino Religioso,04,Exemplificar líderes religiosos que se destacaram por suas contribuições à sociedade.,Manifestações religiosas,Lideranças religiosas,,,,,,,
EF07ER05,Ensino Fundamental,07,,Ensino Religioso,05,Discutir estratégias que promovam a convivência ética e respeitosa entre as religiões.,Manifestações religiosas,Lideranças religiosas,,,,,,,
EF07ER06,Ensino Fundamental,07,,Ensino Religioso,06,"Identificar princípios éticos em diferentes tradições religiosas e filosofias de vida, discutindo como podem influenciar condutas pessoais e práticas sociais.",Crenças religiosas e filosofias de vida,Princípios éticos e valores religiosos,,,,,,,
EF07ER07,Ensino Fundamental,07,,Ensino Religioso,07,Identificar e discutir o papel das lideranças religiosas e seculares na defesa e promoção dos direitos humanos.,Crenças religiosas e filosofias de vida,Liderança e direitos humanos,,,,,,,
EF07ER08,Ensino Fundamental,07,,Ensino Religioso,08,"Reconhecer o direito à liberdade de consciência, crença ou convicção, questionando concepções e práticas sociais que a violam.",Crenças religiosas e filosofias de vida,Liderança e direitos humanos,,,,,,,
EF07GE01,Ensino Fundamental,07,,Geografia,01,"Avaliar, por meio de exemplos extraídos dos meios de comunicação, ideias e estereótipos acerca das paisagens e da formação territorial do Brasil.",O sujeito e seu lugar no mundo,Ideias e concepções sobre a formação territorial do Brasil,,,,,,,
EF07GE02,Ensino Fundamental,07,,Geografia,02,"Analisar a influência dos fluxos econômicos e populacionais na formação socioeconômica e territorial do Brasil, compreendendo os conflitos e as tensões históricas e contemporâneas.",Conexões e escalas,Formação territorial do Brasil,sim,AF,EF06GE02,"• Reconhecer o Brasil como um Estado-nação, identificando os limites do território brasileiro e suas principais divisões político-administrativas.
• Evidenciar as principais atividades econômicas que contribuíram para a ocupação do território brasileiro e a atração de fluxos populacionais ao longo do tempo.
• Apontar razões para o território brasileiro ter mudado de configuração ao longo do tempo, evidenciando conflitos e tensões históricas nesse processo.","CG: 1 e 2
CE: 3, 5 e 6
CA: 1, 2 e 7","AC:
- EF07GE05: amplia o conhecimento da AF.
AF:
- EF07GE09:  pode ser desenvolvida junto à AF.","O foco dessa habilidade está centrado no desvelamento do processo de formação territorial do Brasil. Nesse sentido, interessa trabalhar com os estudantes que o Brasil é um Estado-nação que tem um governo que exerce soberania sobre um território definido. Pode-se propor atividades de identificação de suas fronteiras continentais e marítimas (Amazônia Azul), e de reconhecimento de sua principal estrutura de administração política. Interessa apresentar atividades que auxiliem o estudante a compreender que, ao longo dos séculos, o Brasil mudou a sua configuração territorial a partir de conquistas e de diversos acordos geopolíticos e financeiros feitos com a Espanha e outros países e internamente novos estados foram sendo criados para facilitar sua administração. Interessa propor reflexões que permitam desenvolver o raciocínio geográfico de conexão, a fim de identificar que as atividades econômicas implementadas no período colonial estavam subordinadas aos interesses das metrópoles europeias, as quais interferiram na ocupação e no povoamento do território brasileiro."
EF07GE03,Ensino Fundamental,07,,Geografia,03,"Selecionar argumentos que reconheçam as territorialidades dos povos indígenas originários, das comunidades remanescentes de quilombos, de povos das florestas e do cerrado, de ribeirinhos e caiçaras, entre outros grupos sociais do campo e da cidade, como direitos legais dessas comunidades.",Conexões e escalas,Formação territorial do Brasil,,,,,,,
EF07GE04,Ensino Fundamental,07,,Geografia,04,"Analisar a distribuição territorial da população brasileira, considerando a diversidade étnico-cultural (indígena, africana, europeia e asiática), assim como aspectos de renda, sexo e idade nas regiões brasileiras.",Conexões e escalas,Características da população brasileira,sim,AF,EF06GE02 e EF07GE02,"• Reconhecer contribuições dos povos indígenas, africanos, europeus e asiáticos para a formação sociocultural da população brasileira, identificando a distribuição pretérita e atual desses povos no território nacional.
• Contextualizar a luta de comunidades remanescentes de quilombos, indígenas e demais povos tradicionais na busca pelo reconhecimento de seus territórios de referência.
• Caracterizar aspectos da demografia brasileira, considerando dados relacionados ao crescimento da população, densidade demográfica, estrutura etária, renda, fluxos migratórios externos e internos, entre outros.","CG: 1, 2 e 9
CE: 3, 5 e 6
CA: 2 e 7","AC:
- EF07GE03: pode ser desenvolvida junto à AF.
AF:
- EF07GE09: pode ser desenvolvida junto à AF.
- EF07GE10:  pode ser desenvolvida junto à AF.
- EF07HI03: amplia o conhecimento da AF.
- EF07HI15: amplia o conhecimento da AF.","Nessa habilidade, é possível desenvolver um aprofundamento sobre aspectos qualitativos e quantitativos relacionados à população brasileira. Em relação à sua composição étnica, importa desvendar as razões de sua diversidade e, principalmente, do papel que os diferentes povos tiveram na sua formação sociocultural. O trabalho com os elementos relacionados à territorialidade de  povos indígenas, quilombolas e demais povos tradicionais é essencial para garantir esforços em favor do reconhecimento de suas terras e, assim, de sua sobrevivência física e cultural. Em relação ao estudo da demografia, pode-se  abordar os fatores que podem levar a população de um país a crescer: crescimento natural e imigração. Se, no passado, a imigração contribuiu para o crescimento da população brasileira, atualmente, esses índices contribuem muito pouco. Também é possível propor análises sobre o atual período de transição demográfica que passa o Brasil, com a diminuição das taxas de fertilidade e o aumento da expectativa de vida da população brasileira, propondo atividades a partir das quais o estudante identifique as causas desses indicadores e suas possíveis consequências para a composição da população.
Pode ser feita uma articulação com o componente História com a habilidade EF07HI15, por meio de um debate sobre o importante papel da população africana na formação da cultura brasileira. É possível realizar ainda, um trabalho conjunto com a habilidade EF07HI03, ao propor uma investigação sobre os aportes territoriais e culturais dos povos indígenas brasileiros, no passado e no presente, permitindo ao estudante reconhecer diferentes impactos da colonização europeia para esses povos originários até os dias atuais."
EF07GE05,Ensino Fundamental,07,,Geografia,05,Analisar fatos e situações representativas das alterações ocorridas entre o período mercantilista e o advento do capitalismo.,Mundo do trabalho,"Produção, circulação e consumo de mercadorias",,,,,,,
EF07GE06,Ensino Fundamental,07,,Geografia,06,"Discutir em que medida a produção, a circulação e o consumo de mercadorias provocam impactos ambientais, assim como influem na distribuição de riquezas, em diferentes lugares.",Mundo do trabalho,"Produção, circulação e consumo de mercadorias",sim,AF,EF06GE06,"• Identificar formas  de trabalho existentes nas diversas etapas de extração/produção, circulação e venda de alimentos e mercadorias.
• Relacionar mudanças técnicas e científicas decorrentes do processo de industrialização com transformações no mundo do trabalho em diversos setores da economia brasileira.
• Analisar a importância das redes de transporte e comunicação nas etapas de extração/produção, circulação e venda de mercadorias e no desenvolvimento da economia brasileira.
• Reconhecer que as formas de produção e os padrões de consumo provocam diversos impactos socioambientais.","CG: 1, 2 e 7
CE: 1, 2, 3 e 5
CA: 3, 5 e 7","AC:
- EF07GE07: pode ser desenvolvida junto à AF.
- EF07GE08: pode ser desenvolvida junto à AF.
AF:
- EF07GE09: pode ser desenvolvida junto à AF.
- EF07GE10:  pode ser desenvolvida junto à AF.","A habilidade permite ao estudante reconhecer que existem diferentes tipos de trabalhos e empregos (temporários e permanentes, formal ou informal) associados às atuais redes de produção, circulação e consumo de mercadorias. O trabalho se revela como algo fundamental para a integração social e para a garantia de recursos para suprir as necessidades materiais da sociedade. Sugere-se que o estudante analise exemplos de cadeias de processos de produção, circulação e consumo de mercadorias, ressaltando o papel das redes de transporte e de comunicação (desenvolvimento do princípio do raciocínio geográfico de conexão).   Vale chamar a atenção ao fato de que, em muitos locais do mundo, são assistidas mudanças significativas no mundo do trabalho, em razão do emprego de novas máquinas e tecnologias e essas mudanças resultam em consequências socioambientais tanto positivas quanto negativas. Importante propor debates e atividades que favoreçam a construção de uma postura responsável dos estudantes, como usuários e consumidores, à favor da preservação dos recursos naturais e de condições dignas ao trabalhador. Essa habilidade permite aproximação com o ODS 9 e 12."
EF07GE07,Ensino Fundamental,07,,Geografia,07,Analisar a influência e o papel das redes de transporte e comunicação na configuração do território brasileiro.,Mundo do trabalho,Desigualdade social e o trabalho,,,,,,,
EF07GE08,Ensino Fundamental,07,,Geografia,08,Estabelecer relações entre os processos de industrialização e inovação tecnológica com as transformações socioeconômicas do território brasileiro.,Mundo do trabalho,Desigualdade social e o trabalho,,,,,,,
